# Wordlist

# DATA
ID	DOCULECT	DOCULECT_IN_SOURCE	GLOTTOCODE	CONCEPTICON_ID	CONCEPT	VALUE	FORM	SOURCE	BVD_ID	COGID	BORROWING	VARIANTS	TOKENS
4709	Tuamotuan	Tuamotu	tuam1242	1220	tail	hiku	hiku	POLLEX	105115	309			h i k u
4967	Niuean	Niue	niue1239	1220	tail	hiku	hiku	POLLEX	37375	309			h i k u
5220	Rurutuan	Rurutuan	aust1304	1220	tail	vero	vero	Meyer-128-2005	105102	137		aero	v e r o
5221	Rurutuan	Rurutuan	aust1304	1220	tail	ʔuʔu	ʔuʔu	Meyer-128-2005	105101	332			ʔ u ʔ u
5482	Futuna_Aniwa	Futuna-Aniwa	futu1245	1220	tail	siku	siku	POLLEX	37389	309		suku	s i k u
5728	Hawaiian	Hawaiian	hawa1245	1220	tail	huelo	huelo	71458	37180	137			h u e l o
5988	Rarotongan	Rarotongan	raro1241	1220	tail	ìku	ìku	POLLEX	37186	309			ʔ i k u
6247	Penryhn	Penrhyn	penr1237	1220	tail	siku	siku	POLLEX	37363	309			s i k u
6482	Nukuria	Nukeria	nuku1259	1220	tail	moihuku	moihuku	Davletshin-1212-2015	291021	309			m o i h u k u
6775	Samoan	Samoan	samo1305	1220	tail	siʔusiʔu	siʔusiʔu	Blust-118-2005	77341	309		iʔu	s i ʔ u s i ʔ u
7039	Rennell_Bellona	Rennellese	renn1242	1220	tail	siku	siku	POLLEX	146573	309			s i k u
7301	Tuvalu	Nanumea	tuva1244	1220	tail	hiku	hiku	29903	192130	309			h i k u
7541	Anuta	Anuta	anut1237	1220	tail	t/iku/tiku	tiku	POLLEX	37381	309			t i k u
#
43	Vaeakau_Taumako	Vaeakau-Taumako	pile1238	78	that	tena	tena	Hovdhaugen-375-2009	123500	71		na	t e n a
281	Wallisian	Uvea, East	wall1257	78	that	kohee	kohee	POLLEX	168008	651			k o h eː
757	Maori	Maori	maor1246	78	that	teeraa	teeraa	Biggs-85-2005	123449	1289			t eː r aː
758	Maori	Maori	maor1246	78	that	teenaa	teenaa	Biggs-85-2005	123448	71			t eː n aː
976	Kapingamarangi	Kapingamarangi	kapi1249	78	that	tera	tera	POLLEX	168044	1440			t e r a
1203	Tahitian	Tahitian (Modern)	tahi1242	78	that	teeraa	teeraa	Clark-173-2005	63362	267			t eː r aː
1432	Emae	Emae (Makatea)	emae1237	78	that	ira	ira	52375	278035	364			i r a
1627	Rapanui	Rapanui (Easter Island)	rapa1244	78	that	era	era	POLLEX	133590	413			e r a
2364	Tongan	Tongan	tong1325	78	that	ko ena	ko ena	117207	63325	71			k o e n a
2583	Rakahanga_Manihiki	Manihiki	raka1237	78	that	teeia	teeia	Clark-589-2008	153403	71			t eː i a
2584	Rakahanga_Manihiki	Manihiki	raka1237	78	that	taua	taua	Clark-589-2008	153402	1468			t a u a
2855	Tikopia	Tikopia	tiko1237	78	that	na	na	POLLEX	90632	71			n a
3329	North_Marquesan	Marquesan	nort2845	78	that	te'aa	te'aa	POLLEX	135747	71		ia'a // na // tena	t e ʔ aː
3941	Pukapuka	Pukapuka	puka1242	78	that	te(e)ia	teia	Salisbury-152-2005	132683	71		tēnā // ia // nā	t e i a
3942	Pukapuka	Pukapuka	puka1242	78	that	tēlā	tēlā	Salisbury-152-2005	132682	791		lā	t eː l aː
4232	Mele_Fila	Fila	mele1250	78	that	nera	nera	52375	278043	71			n e r a
4614	Tuamotuan	Tuamotu	tuam1242	78	that	aua	aua	POLLEX	123473	1468		taua	a u a
4884	Niuean	Niue	niue1239	78	that	ia	ia	POLLEX	63436	71			i a
5136	Rurutuan	Rurutuan	aust1304	78	that	teeraa	teeraa	Meyer-128-2005	63317	979			t eː r aː
5388	Futuna_Aniwa	Futuna-Aniwa	futu1245	78	that	tena	tena	POLLEX	63345	71			t e n a
5645	Hawaiian	Hawaiian	hawa1245	78	that	na	na	71458	125632	71		kēnā	n a
5646	Hawaiian	Hawaiian	hawa1245	78	that	la	la	71458	125630	1037		kēlā	l a
5883	Rarotongan	Rarotongan	raro1241	78	that	aua	aua	POLLEX	125623	1468		taua	a u a
6173	Penryhn	Penrhyn	penr1237	78	that	taua	taua	POLLEX	63424	1468			t a u a
6393	Nukuria	Nukeria	nuku1259	78	that	raa	raa	Davletshin-1212-2015	290983	1136			r aː
6394	Nukuria	Nukeria	nuku1259	78	that	naa	naa	Davletshin-1212-2015	290982	71			n aː
6658	Samoan	Samoan	samo1305	78	that	lela	lela	Blust-118-2005	113883	1174			l e l a
6659	Samoan	Samoan	samo1305	78	that	le|na	lena	Blust-118-2005	113882	71			l e n a
6946	Rennell_Bellona	Rennellese	renn1242	78	that	ia	ia	POLLEX	63395	71			i a
7208	Tuvalu	Nanumea	tuva1244	78	that	teelaa	teelaa	29903	192370	1258			t eː l aː
7209	Tuvalu	Nanumea	tuva1244	78	that	teenaa	teenaa	29903	192369	71			t eː n aː
7465	Anuta	Anuta	anut1237	78	that	e-na	e-na	POLLEX	63442	71			e n a
#
172	Vaeakau_Taumako	Vaeakau-Taumako	pile1238	2100	thatch/roof	totohale	totohale	Hovdhaugen-375-2009	89468	586			t o t o h a l e
432	Wallisian	Uvea, East	wall1257	2100	thatch/roof	àto	àto	POLLEX	22035	72			ʔ a t o
882	Maori	Maori	maor1246	2100	thatch/roof	raurau	raurau	Biggs-85-2005	21862	1031			r a u r a u
1328	Tahitian	Tahitian (Modern)	tahi1242	2100	thatch/roof	taapo'i fare	taapo'i fare	Clark-173-2005	21950	138			t aː p o ʔ i f a r e
1773	Rapanui	Rapanui (Easter Island)	rapa1244	2100	thatch/roof	ato	ato	POLLEX	91389	72		àto	a t o
2033	Mangareva	Mangareva	mang1401	2100	thatch/roof	paku	paku	POLLEX	321487	551			p a k u
2034	Mangareva	Mangareva	mang1401	2100	thatch/roof	ato	ato	POLLEX	22016	72			a t o
2266	Luangiua	Luangiua	onto1237	2100	thatch/roof	àko	àko	POLLEX	91383	72			ʔ a k o
2267	Luangiua	Luangiua	onto1237	2100	thatch/roof	iŋaì	iŋaì	POLLEX	91382	201			i ŋ a ʔ i
2485	Tongan	Tongan	tong1325	2100	thatch/roof	ʔato	ʔato	117207	21913	72			ʔ a t o
2724	Rakahanga_Manihiki	Manihiki	raka1237	2100	thatch/roof	kaho	kaho	Clark-589-2008	153496	643			k a h o
2725	Rakahanga_Manihiki	Manihiki	raka1237	2100	thatch/roof	ato	ato	Clark-589-2008	153495	72			a t o
2999	Tikopia	Tikopia	tiko1237	2100	thatch/roof	rautau	rautau	POLLEX	145917	1031			r a u t a u
3226	Sikaiana	Sikaiana	sika1261	2100	thatch/roof	ato	ato	POLLEX	91385	72			a t o
3227	Sikaiana	Sikaiana	sika1261	2100	thatch/roof	inaki	inaki	POLLEX	91384	201			i n a k i
3506	North_Marquesan	Marquesan	nort2845	2100	thatch/roof	hatu	hatu	POLLEX	135710	72		ato	h a t u
3796	East_Futunan	Futuna, East	east2447	2100	thatch/roof	àto	àto	POLLEX	91381	72			ʔ a t o
3797	East_Futunan	Futuna, East	east2447	2100	thatch/roof	inaki	inaki	POLLEX	91380	201			i n a k i
4109	Pukapuka	Pukapuka	puka1242	2100	thatch/roof	ato	ato	Salisbury-152-2005	21929	72			a t o
4527	Ra’ivavae	Ra'ivavae	aust1304	2100	thatch/roof	haGe niʔau	haGe niʔau	Tamaititahio-1213-2015	291211	903			h a ɢ e n i ʔ a u
4770	Tuamotuan	Tuamotu	tuam1242	2100	thatch/roof	ato	ato	POLLEX	22023	72			a t o
5023	Niuean	Niue	niue1239	2100	thatch/roof	ato	ato	POLLEX	22024	72			a t o
5277	Rurutuan	Rurutuan	aust1304	2100	thatch/roof	taapoʔi ʔare	taapoʔi ʔare	Meyer-128-2005	21905	138			t aː p o ʔ i ʔ a r e
5775	Hawaiian	Hawaiian	hawa1245	2100	thatch/roof	ako	ako	71458	21829	72			a k o
6065	Rarotongan	Rarotongan	raro1241	2100	thatch/roof	ato	ato	POLLEX	21835	72			a t o
6293	Penryhn	Penrhyn	penr1237	2100	thatch/roof	ato	ato	POLLEX	22012	72			a t o
6546	Nukuria	Nukeria	nuku1259	2100	thatch/roof	tua hare	tua hare	Davletshin-1212-2015	290941	594			t u a h a r e
6835	Samoan	Samoan	samo1305	2100	thatch/roof	ina'i	ina'i	Blust-118-2005	134016	201			i n a ʔ i
6836	Samoan	Samoan	samo1305	2100	thatch/roof	ato	ato	Blust-118-2005	21895	72			a t o
7099	Rennell_Bellona	Rennellese	renn1242	2100	thatch/roof	àto	àto	POLLEX	21983	72			ʔ a t o
7352	Tuvalu	Nanumea	tuva1244	2100	thatch/roof	lau	lau	29903	192273	72		ato	l a u
7588	Anuta	Anuta	anut1237	2100	thatch/roof	taotao	taotao	POLLEX	146308	586			t a o t a o
#
28	Vaeakau_Taumako	Vaeakau-Taumako	pile1238	817	they	lhatou	lhatou	Hovdhaugen-375-2009	123392	73			lʰ a t o u
29	Vaeakau_Taumako	Vaeakau-Taumako	pile1238	817	they	lhaua	lhaua	Hovdhaugen-375-2009	123391	1469			lʰ a u a
268	Wallisian	Uvea, East	wall1257	817	they	naaua	naaua	POLLEX	66660	1469			n aː u a
743	Maori	Maori	maor1246	817	they	raatou	raatou	Biggs-85-2005	82138	73			r aː t o u
744	Maori	Maori	maor1246	817	they	raaua	raaua	Biggs-85-2005	82137	1469			r aː u a
966	Kapingamarangi	Kapingamarangi	kapi1249	817	they	tikaula	tikaula	POLLEX	168047	1438			t i k a u l a
1188	Tahitian	Tahitian (Modern)	tahi1242	817	they	raatou	raatou	Clark-173-2005	82155	73			r aː t o u
1189	Tahitian	Tahitian (Modern)	tahi1242	817	they	raaua	raaua	Clark-173-2005	82154	1469			r aː u a
1418	Emae	Emae (Makatea)	emae1237	817	they	raua	raua	52375	269847	1469			r a u a
1419	Emae	Emae (Makatea)	emae1237	817	they	ra·tou	ra·tou	52375	269353	73			r a t o u
1616	Rapanui	Rapanui (Easter Island)	rapa1244	817	they	raúa	raúa	POLLEX	133591	1469			r a ʔ u a
1869	Mangareva	Mangareva	mang1401	817	they	rātou	rātou	POLLEX	326456	1254			r aː t o u
1870	Mangareva	Mangareva	mang1401	817	they	rāua	rāua	POLLEX	326455	73			r aː u a
2130	Luangiua	Luangiua	onto1237	817	they	lāua	lāua	POLLEX	146595	1469			l aː u a
2131	Luangiua	Luangiua	onto1237	817	they	lākou	lākou	POLLEX	146594	73			l aː k o u
2354	Tongan	Tongan	tong1325	817	they	kinautolu	kinautolu	117207	66538	73			k i n a u t o l u
2570	Rakahanga_Manihiki	Manihiki	raka1237	817	they	raaua	raaua	Clark-589-2008	153552	1469			r aː u a
2571	Rakahanga_Manihiki	Manihiki	raka1237	817	they	raatou	raatou	Clark-589-2008	153551	73			r aː t o u
2841	Tikopia	Tikopia	tiko1237	817	they	ratou	ratou	POLLEX	145915	73			r a t o u
2842	Tikopia	Tikopia	tiko1237	817	they	raua	raua	POLLEX	145914	1469			r a u a
3093	Sikaiana	Sikaiana	sika1261	817	they	lāua	lāua	POLLEX	145952	1469			l aː u a
3094	Sikaiana	Sikaiana	sika1261	817	they	lātou	lātou	POLLEX	145951	73			l aː t o u
3315	North_Marquesan	Marquesan	nort2845	817	they	'atou	'atou	POLLEX	82127	73			ʔ a t o u
3613	East_Futunan	Futuna, East	east2447	817	they	lotou	lotou	POLLEX	90897	73		lătou	l o t o u
3614	East_Futunan	Futuna, East	east2447	817	they	lā	lā	POLLEX	90895	1469		lāua	l aː
3923	Pukapuka	Pukapuka	puka1242	817	they	lātou	lātou	Salisbury-152-2005	82148	73			l aː t o u
3924	Pukapuka	Pukapuka	puka1242	817	they	lāua	lāua	Salisbury-152-2005	82147	1469			l aː u a
4218	Mele_Fila	Fila	mele1250	817	they	raua	raua	52375	269856	1469			r a u a
4219	Mele_Fila	Fila	mele1250	817	they	ratou	ratou	52375	269363	73			r a t o u
4410	Ra’ivavae	Ra'ivavae	aust1304	817	they	Gātou	Gātou	Tamaititahio-1213-2015	291353	73			ɢ aː t o u
4411	Ra’ivavae	Ra'ivavae	aust1304	817	they	Gāua	Gāua	Tamaititahio-1213-2015	291352	1469			ɢ aː u a
4872	Niuean	Niue	niue1239	817	they	maua	maua	POLLEX	135240	1469		laua	m a u a
5120	Rurutuan	Rurutuan	aust1304	817	they	raatou	raatou	Meyer-128-2005	118893	73			r aː t o u
5121	Rurutuan	Rurutuan	aust1304	817	they	raaua	raaua	Meyer-128-2005	118892	1469			r aː u a
5375	Futuna_Aniwa	Futuna-Aniwa	futu1245	817	they	kiraua	kiraua	POLLEX	66558	1469			k i r a u a
5631	Hawaiian	Hawaiian	hawa1245	817	they	lākou	lākou	71458	82132	73			l aː k o u
5632	Hawaiian	Hawaiian	hawa1245	817	they	lāua	lāua	71458	82131	1469			l aː u a
5870	Rarotongan	Rarotongan	raro1241	817	they	rāua	rāua	POLLEX	82134	1469			r aː u a
5871	Rarotongan	Rarotongan	raro1241	817	they	rātou	rātou	POLLEX	82133	73			r aː t o u
6381	Nukuria	Nukeria	nuku1259	817	they	laaua	laaua	Davletshin-1212-2015	291100	1469		raaua	l aː u a
6382	Nukuria	Nukeria	nuku1259	817	they	laatou	laatou	Davletshin-1212-2015	291098	73		raatou	l aː t o u
6644	Samoan	Samoan	samo1305	817	they	lāʔua	lāʔua	Blust-118-2005	216783	1469			l aː ʔ u a
6645	Samoan	Samoan	samo1305	817	they	lātou	lātou	Blust-118-2005	66520	73			l aː t o u
6933	Rennell_Bellona	Rennellese	renn1242	817	they	kiŋgatou	kiŋgatou	POLLEX	146559	73			k i ŋ g a t o u
6934	Rennell_Bellona	Rennellese	renn1242	817	they	kiŋgāua	kiŋgāua	POLLEX	146558	1469			k i ŋ g aː u a
7199	Tuvalu	Nanumea	tuva1244	817	they	laatou	laatou	29903	192378	1469		laaua	l aː t o u
7453	Anuta	Anuta	anut1237	817	they	naaua	naaua	POLLEX	123388	1469		na	n aː u a
#
67	Vaeakau_Taumako	Vaeakau-Taumako	pile1238	1244	thick	eha	eha	Hovdhaugen-375-2009	89554	1184			e h a
307	Wallisian	Uvea, East	wall1257	1244	thick	maatolu	maatolu	POLLEX	55950	675			m aː t o l u
781	Maori	Maori	maor1246	1244	thick	matotoru	matotoru	Biggs-85-2005	55777	675			m a t o t o r u
997	Kapingamarangi	Kapingamarangi	kapi1249	1244	thick	maadolu	maadolu	POLLEX	122017	675		matoru	m aː d o l u
1226	Tahitian	Tahitian (Modern)	tahi1242	1244	thick	me'ume'u	me'ume'u	Clark-173-2005	55865	784			m e ʔ u m e ʔ u
1446	Emae	Emae (Makatea)	emae1237	1244	thick	matorutoru	matorutoru	52375	264368	675			m a t o r u t o r u
1655	Rapanui	Rapanui (Easter Island)	rapa1244	1244	thick	matoru	matoru	POLLEX	55956	675			m a t o r u
1906	Mangareva	Mangareva	mang1401	1244	thick	mātoru	mātoru	POLLEX	321589	675		matoru	m aː t o r u
2165	Luangiua	Luangiua	onto1237	1244	thick	makolu	makolu	POLLEX	55930	675			m a k o l u
2385	Tongan	Tongan	tong1325	1244	thick	matolu	matolu	117207	55828	675			m a t o l u
2610	Rakahanga_Manihiki	Manihiki	raka1237	1244	thick	maateru	maateru	Clark-589-2008	153349	675			m aː t e r u
2878	Tikopia	Tikopia	tiko1237	1244	thick	maatoru	maatoru	POLLEX	55847	675			m aː t o r u
3125	Sikaiana	Sikaiana	sika1261	1244	thick	maatoru	maatoru	POLLEX	55935	675			m aː t o r u
3360	North_Marquesan	Marquesan	nort2845	1244	thick	moto'u	moto'u	POLLEX	55730	675			m o t o ʔ u
3655	East_Futunan	Futuna, East	east2447	1244	thick	maatotolu	maatotolu	POLLEX	122015	675		maatolu	m aː t o t o l u
3974	Pukapuka	Pukapuka	puka1242	1244	thick	mātolu	mātolu	Salisbury-152-2005	55844	675			m aː t o l u
4246	Mele_Fila	Fila	mele1250	1244	thick	matoru	matoru	52375	264377	675			m a t o r u
4442	Ra’ivavae	Ra'ivavae	aust1304	1244	thick	meʔumeʔu	meʔumeʔu	Tamaititahio-1213-2015	291296	784			m e ʔ u m e ʔ u
4637	Tuamotuan	Tuamotu	tuam1242	1244	thick	tuʔatuʔa	tuʔatuʔa	POLLEX	90905	139			t u ʔ a t u ʔ a
4903	Niuean	Niue	niue1239	1244	thick	matolu	matolu	POLLEX	55939	675			m a t o l u
5163	Rurutuan	Rurutuan	aust1304	1244	thick	tuetue	tuetue	Meyer-128-2005	55820	139			t u e t u e
5414	Futuna_Aniwa	Futuna-Aniwa	futu1245	1244	thick	matoru	matoru	POLLEX	55848	675			m a t o r u
5670	Hawaiian	Hawaiian	hawa1245	1244	thick	mākolukolu	mākolukolu	71458	55744	675			m aː k o l u k o l u
5912	Rarotongan	Rarotongan	raro1241	1244	thick	maatoru	maatoru	POLLEX	55750	675			m aː t o r u
6418	Nukuria	Nukeria	nuku1259	1244	thick	hamataku	hamataku	Davletshin-1212-2015	291094	1145			h a m a t a k u
6419	Nukuria	Nukeria	nuku1259	1244	thick	maatoru	maatoru	Davletshin-1212-2015	291093	675			m aː t o r u
6691	Samoan	Samoan	samo1305	1244	thick	tuatua	tuatua	Blust-118-2005	216789	139			t u a t u a
6692	Samoan	Samoan	samo1305	1244	thick	matolutolu	matolutolu	Blust-118-2005	153145	675			m a t o l u t o l u
6693	Samoan	Samoan	samo1305	1244	thick	mafia	mafia	Blust-118-2005	55810	1180			m a f i a
6971	Rennell_Bellona	Rennellese	renn1242	1244	thick	maatogu	maatogu	POLLEX	55898	675			m aː t o g u
7236	Tuvalu	Nanumea	tuva1244	1244	thick	tuatua	tuatua	29903	192354	139			t u a t u a
7237	Tuvalu	Nanumea	tuva1244	1244	thick	tuaefa	tuaefa	29903	192353	139			t u a e f a
7238	Tuvalu	Nanumea	tuva1244	1244	thick	maatolu	maatolu	29903	192352	675			m aː t o l u
7485	Anuta	Anuta	anut1237	1244	thick	maatoru	maatoru	POLLEX	55945	675			m aː t o r u
#
68	Vaeakau_Taumako	Vaeakau-Taumako	pile1238	2308	thin	manihi	manihi	Hovdhaugen-375-2009	89553	74			m a n i h i
309	Wallisian	Uvea, East	wall1257	2308	thin	manifi	manifi	POLLEX	123233	74			m a n i f i
782	Maori	Maori	maor1246	2308	thin	rahirahi	rahirahi	Biggs-85-2005	55420	960			r a h i r a h i
998	Kapingamarangi	Kapingamarangi	kapi1249	2308	thin	rahirahi	rahirahi	POLLEX	168036	960			r a h i r a h i
1227	Tahitian	Tahitian (Modern)	tahi1242	2308	thin	rairai	rairai	Clark-173-2005	55508	960			r a i r a i
1447	Emae	Emae (Makatea)	emae1237	2308	thin	manifinifi	manifinifi	52375	264502	74			m a n i f i n i f i
1656	Rapanui	Rapanui (Easter Island)	rapa1244	2308	thin	ra'i	ra'i	POLLEX	133593	960			r a ʔ i
1907	Mangareva	Mangareva	mang1401	2308	thin	rikiriki	rikiriki	POLLEX	321591	481			r i k i r i k i
2166	Luangiua	Luangiua	onto1237	2308	thin	maŋihi	maŋihi	POLLEX	146583	74			m a ŋ i h i
2386	Tongan	Tongan	tong1325	2308	thin	manifi	manifi	117207	55471	74			m a n i f i
2611	Rakahanga_Manihiki	Manihiki	raka1237	2308	thin	rahirahi	rahirahi	Clark-589-2008	153538	960			r a h i r a h i
2612	Rakahanga_Manihiki	Manihiki	raka1237	2308	thin	angiangi	angiangi	Clark-589-2008	153537	460			a ŋ i a ŋ i
2879	Tikopia	Tikopia	tiko1237	2308	thin	nifi/nifi	nifi	POLLEX	90627	74			n i f i
3126	Sikaiana	Sikaiana	sika1261	2308	thin	tualiki	tualiki	POLLEX	145932	723			t u a l i k i
3361	North_Marquesan	Marquesan	nort2845	2308	thin	piáhiáhi	piáhiáhi	POLLEX	80181	960		áhiáhi	p i ʔ a h i ʔ a h i
3362	North_Marquesan	Marquesan	nort2845	2308	thin	ákiaki	ákiaki	POLLEX	80180	460			ʔ a k i a k i
3363	North_Marquesan	Marquesan	nort2845	2308	thin	kahikahi	kahikahi	POLLEX	80179	1077			k a h i k a h i
3656	East_Futunan	Futuna, East	east2447	2308	thin	manifi	manifi	POLLEX	55545	74			m a n i f i
3975	Pukapuka	Pukapuka	puka1242	2308	thin	tutule	tutule	Salisbury-152-2005	123228	797			t u t u l e
3976	Pukapuka	Pukapuka	puka1242	2308	thin	lalawi	lalawi	Salisbury-152-2005	123227	960			l a l a w i
4247	Mele_Fila	Fila	mele1250	2308	thin	manfinifi	manfinifi	52375	264511	74			m a n f i n i f i
4443	Ra’ivavae	Ra'ivavae	aust1304	2308	thin	GaiGai	GaiGai	Tamaititahio-1213-2015	291295	960			ɢ a i ɢ a i
4638	Tuamotuan	Tuamotu	tuam1242	2308	thin	rahi	rahi	POLLEX	90904	960			r a h i
4904	Niuean	Niue	niue1239	2308	thin	aleale	aleale	POLLEX	90488	938			a l e a l e
5164	Rurutuan	Rurutuan	aust1304	2308	thin	rairai	rairai	Meyer-128-2005	55463	960			r a i r a i
5415	Futuna_Aniwa	Futuna-Aniwa	futu1245	2308	thin	mafinfini	mafinfini	POLLEX	55491	74			m a f i n f i n i
5671	Hawaiian	Hawaiian	hawa1245	2308	thin	lahi	lahi	71458	55387	960			l a h i
5913	Rarotongan	Rarotongan	raro1241	2308	thin	rairai	rairai	POLLEX	80185	960			r a i r a i
5914	Rarotongan	Rarotongan	raro1241	2308	thin	angiangi	angiangi	POLLEX	80184	460			a ŋ i a ŋ i
6420	Nukuria	Nukeria	nuku1259	2308	thin	tua-rikiriki	tua-rikiriki	Davletshin-1212-2015	291073	723			t u a r i k i r i k i
6421	Nukuria	Nukeria	nuku1259	2308	thin	rrahi	rrahi	Davletshin-1212-2015	291072	960			r r a h i
6694	Samoan	Samoan	samo1305	2308	thin	manifi	manifi	Blust-118-2005	55453	74			m a n i f i
6972	Rennell_Bellona	Rennellese	renn1242	2308	thin	maanihi	maanihi	POLLEX	55541	74			m aː n i h i
7239	Tuvalu	Nanumea	tuva1244	2308	thin	tuaniki	tuaniki	29903	192177	723			t u a n i k i
7486	Anuta	Anuta	anut1237	2308	thin	manipi/nipi	manipi	POLLEX	55588	74			m a n i p i
#
44	Vaeakau_Taumako	Vaeakau-Taumako	pile1238	1214	this	tene	tene	Hovdhaugen-375-2009	132645	1224			t e n e
45	Vaeakau_Taumako	Vaeakau-Taumako	pile1238	1214	this	ne	ne	Hovdhaugen-375-2009	132644	75			n e
282	Wallisian	Uvea, East	wall1257	1214	this	eni	eni	POLLEX	90434	75			e n i
759	Maori	Maori	maor1246	1214	this	teenei	teenei	Biggs-85-2005	62917	1224			t eː n e i
977	Kapingamarangi	Kapingamarangi	kapi1249	1214	this	tenei	tenei	POLLEX	168043	1224			t e n e i
1204	Tahitian	Tahitian (Modern)	tahi1242	1214	this	teie	teie	Clark-173-2005	63005	268			t e i e
1433	Emae	Emae (Makatea)	emae1237	1214	this	reni	reni	52375	278268	75			r e n i
1628	Rapanui	Rapanui (Easter Island)	rapa1244	1214	this	nei	nei	POLLEX	133594	75		me'e-nei	n e i
1881	Mangareva	Mangareva	mang1401	1214	this	tenei	tenei	POLLEX	63071	1224			t e n e i
2144	Luangiua	Luangiua	onto1237	1214	this	ke ŋei	ke ŋei	POLLEX	146588	1224			k e ŋ e i
2365	Tongan	Tongan	tong1325	1214	this	ko eni	ko eni	117207	62968	75			k o e n i
2585	Rakahanga_Manihiki	Manihiki	raka1237	1214	this	nei	nei	Clark-589-2008	153548	75			n e i
2586	Rakahanga_Manihiki	Manihiki	raka1237	1214	this	taua	taua	Clark-589-2008	153547	1470			t a u a
2856	Tikopia	Tikopia	tiko1237	1214	this	nei	nei	POLLEX	90631	75			n e i
3107	Sikaiana	Sikaiana	sika1261	1214	this	te nei	te nei	POLLEX	145941	1224			t e n e i
3330	North_Marquesan	Marquesan	nort2845	1214	this	tenei	tenei	POLLEX	62870	1224			t e n e i
3629	East_Futunan	Futuna, East	east2447	1214	this	leinei	leinei	POLLEX	63042	75			l e i n e i
3943	Pukapuka	Pukapuka	puka1242	1214	this	ēnei	ēnei	Salisbury-152-2005	81367	75		nei	eː n e i
3944	Pukapuka	Pukapuka	puka1242	1214	this	tēnei	tēnei	Salisbury-152-2005	81366	1224			t eː n e i
4233	Mele_Fila	Fila	mele1250	1214	this	kenei	kenei	52375	278276	1224			k e n e i
4615	Tuamotuan	Tuamotu	tuam1242	1214	this	te/ia	te	POLLEX	90907	913			t e
5137	Rurutuan	Rurutuan	aust1304	1214	this	teie	teie	Meyer-128-2005	62960	980			t e i e
5389	Futuna_Aniwa	Futuna-Aniwa	futu1245	1214	this	tenei	tenei	POLLEX	62988	1224			t e n e i
5647	Hawaiian	Hawaiian	hawa1245	1214	this	nei	nei	71458	132640	75			n e i
5648	Hawaiian	Hawaiian	hawa1245	1214	this	kēia	kēia	71458	132639	1038			k eː i a
5884	Rarotongan	Rarotongan	raro1241	1214	this	teeia	teeia	POLLEX	81347	1066		teia // te(e)ia	t eː i a
6174	Penryhn	Penrhyn	penr1237	1214	this	teeia	teeia	POLLEX	90591	1119			t eː i a
6395	Nukuria	Nukeria	nuku1259	1214	this	nei	nei	Davletshin-1212-2015	290981	75			n e i
6660	Samoan	Samoan	samo1305	1214	this	lenei	lenei	Blust-118-2005	62950	75			l e n e i
6947	Rennell_Bellona	Rennellese	renn1242	1214	this	ia	ia	POLLEX	63038	1202			i a
7210	Tuvalu	Nanumea	tuva1244	1214	this	nei	nei	29903	192368	75			n e i
7211	Tuvalu	Nanumea	tuva1244	1214	this	teenei	teenei	29903	192367	1224			t eː n e i
7466	Anuta	Anuta	anut1237	1214	this	ieni	ieni	POLLEX	146299	75			i e n i
#
38	Vaeakau_Taumako	Vaeakau-Taumako	pile1238	1215	thou	koe	koe	Hovdhaugen-375-2009	89580	76			k o e
274	Wallisian	Uvea, East	wall1257	1215	thou	koe	koe	POLLEX	123557	76		koe	k o e
275	Wallisian	Uvea, East	wall1257	1215	thou	kee	kee	POLLEX	123339	961		kee	k eː
752	Maori	Maori	maor1246	1215	thou	koe	koe	Biggs-85-2005	65059	76			k o e
971	Kapingamarangi	Kapingamarangi	kapi1249	1215	thou	goe	goe	POLLEX	123321	76		goe	g o e
1197	Tahitian	Tahitian (Modern)	tahi1242	1215	thou	'oe	'oe	Clark-173-2005	65147	76			ʔ o e
1427	Emae	Emae (Makatea)	emae1237	1215	thou	akue	akue	52375	268467	76		kokoe	a k u e
1621	Rapanui	Rapanui (Easter Island)	rapa1244	1215	thou	kou	kou	POLLEX	133595	76			k o u
1876	Mangareva	Mangareva	mang1401	1215	thou	koe	koe	POLLEX	321450	76		koe // koe	k o e
2138	Luangiua	Luangiua	onto1237	1215	thou	'oe	'oe	POLLEX	118991	76		'oe	ʔ o e
2359	Tongan	Tongan	tong1325	1215	thou	koe	koe	117207	65110	76			k o e
2577	Rakahanga_Manihiki	Manihiki	raka1237	1215	thou	koe	koe	Clark-589-2008	153373	76			k o e
2848	Tikopia	Tikopia	tiko1237	1215	thou	koe	koe	POLLEX	132663	76		koe	k o e
2849	Tikopia	Tikopia	tiko1237	1215	thou	kee	kee	POLLEX	123536	961			k eː
3102	Sikaiana	Sikaiana	sika1261	1215	thou	koe	koe	POLLEX	123326	76		koe	k o e
3322	North_Marquesan	Marquesan	nort2845	1215	thou	'oe	'oe	POLLEX	169464	76		'oe // koe // koe	ʔ o e
3620	East_Futunan	Futuna, East	east2447	1215	thou	koe	koe	POLLEX	123457	76		koe	k o e
3621	East_Futunan	Futuna, East	east2447	1215	thou	kee	kee	POLLEX	123315	961		kee	k eː
3933	Pukapuka	Pukapuka	puka1242	1215	thou	-ou	-ou	Salisbury-152-2005	123535	790		au	o u
