# Wordlist

# DATA
ID	DOCULECT	DOCULECT_IN_SOURCE	GLOTTOCODE	CONCEPTICON_ID	CONCEPT	VALUE	FORM	SOURCE	BVD_ID	COGID	BORROWING	VARIANTS	TOKENS
2819	Tikopia	Tikopia	tiko1237	1843	One Thousand	mano	mano	POLLEX	83325	519			m a n o
3072	Sikaiana	Sikaiana	sika1261	1843	One Thousand	mano	mano	POLLEX	83334	519			m a n o
3585	East_Futunan	Futuna, East	east2447	1843	One Thousand	afe	afe	POLLEX	83329	665			a f e
3886	Pukapuka	Pukapuka	puka1242	1843	One Thousand	mano	mano	Salisbury-152-2005	83324	519			m a n o
4388	Ra’ivavae	Ra'ivavae	aust1304	1843	One Thousand	mano	mano	Tamaititahio-1213-2015	291355	519			m a n o
4389	Ra’ivavae	Ra'ivavae	aust1304	1843	One Thousand	tauatini	tauatini	Tamaititahio-1213-2015	291354	187			t a u a t i n i
4588	Tuamotuan	Tuamotu	tuam1242	1843	One Thousand	mano	mano	POLLEX	83336	519			m a n o
4849	Niuean	Niue	niue1239	1843	One Thousand	afe	afe	POLLEX	83337	665			a f e
5095	Rurutuan	Rurutuan	aust1304	1843	One Thousand	tauatini	tauatini	Meyer-128-2005	165155	187			t a u a t i n i
5607	Hawaiian	Hawaiian	hawa1245	1843	One Thousand	kaukani	kaukani	71458	251532	187			k a u k a n i
5843	Rarotongan	Rarotongan	raro1241	1843	One Thousand	tauatini	tauatini	POLLEX	111864	187		tavatini	t a u a t i n i
5844	Rarotongan	Rarotongan	raro1241	1843	One Thousand	mano	mano	POLLEX	83318	519			m a n o
6356	Nukuria	Nukeria	nuku1259	1843	One Thousand	tipu te rau	tipu te rau	Davletshin-1212-2015	290902	1132			t i p u t e r a u
6615	Samoan	Samoan	samo1305	1843	One Thousand	mano	mano	Blust-118-2005	153132	519			m a n o
6616	Samoan	Samoan	samo1305	1843	One Thousand	afe	afe	Blust-118-2005	83322	665			a f e
6909	Rennell_Bellona	Rennellese	renn1242	1843	One Thousand	mano	mano	POLLEX	83342	519			m a n o
6910	Rennell_Bellona	Rennellese	renn1242	1843	One Thousand	ahe	ahe	POLLEX	83326	665			a h e
7171	Tuvalu	Nanumea	tuva1244	1843	One Thousand	mano	mano	29903	192394	519			m a n o
7172	Tuvalu	Nanumea	tuva1244	1843	One Thousand	afe	afe	29903	192393	665			a f e
7430	Anuta	Anuta	anut1237	1843	One Thousand	mano	mano	POLLEX	83343	519			m a n o
7431	Anuta	Anuta	anut1237	1843	One Thousand	ape	ape	POLLEX	83328	665			a p e
#
9	Vaeakau_Taumako	Vaeakau-Taumako	pile1238	1704	Seven	hitu	hitu	Hovdhaugen-375-2009	89599	6			h i t u
252	Wallisian	Uvea, East	wall1257	1704	Seven	fitu	fitu	POLLEX	83689	6			f i t u
726	Maori	Maori	maor1246	1704	Seven	whitu	fitu	Biggs-85-2005	83664	6			f i t u
950	Kapingamarangi	Kapingamarangi	kapi1249	1704	Seven	hidu	hidu	POLLEX	83676	6			h i d u
1170	Tahitian	Tahitian (Modern)	tahi1242	1704	Seven	hitu	hitu	Clark-173-2005	83672	6			h i t u
1402	Emae	Emae (Makatea)	emae1237	1704	Seven	fitu	fitu	52375	265750	6			f i t u
1596	Rapanui	Rapanui (Easter Island)	rapa1244	1704	Seven	hitu	hitu	POLLEX	83691	6			h i t u
1854	Mangareva	Mangareva	mang1401	1704	Seven	'itu	'itu	POLLEX	321424	6		'itu	ʔ i t u
2115	Luangiua	Luangiua	onto1237	1704	Seven	hiku	hiku	POLLEX	83680	6			h i k u
2337	Tongan	Tongan	tong1325	1704	Seven	fitu	fitu	117207	83668	6			f i t u
2824	Tikopia	Tikopia	tiko1237	1704	Seven	whitu	fitu	POLLEX	83670	6			f i t u
3077	Sikaiana	Sikaiana	sika1261	1704	Seven	hitu	hitu	POLLEX	83683	6			h i t u
3298	North_Marquesan	Marquesan	nort2845	1704	Seven	fitu	fitu	POLLEX	83660	6			f i t u
3592	East_Futunan	Futuna, East	east2447	1704	Seven	fitu	fitu	POLLEX	83674	6			f i t u
3898	Pukapuka	Pukapuka	puka1242	1704	Seven	witu	witu	Salisbury-152-2005	83669	6			w i t u
4202	Mele_Fila	Fila	mele1250	1704	Seven	eβitu	eβitu	52375	265759	6			e β i t u
4396	Ra’ivavae	Ra'ivavae	aust1304	1704	Seven	hitu	hitu	Tamaititahio-1213-2015	291336	6			h i t u
4593	Tuamotuan	Tuamotu	tuam1242	1704	Seven	hitu	hitu	POLLEX	83686	6			h i t u
4856	Niuean	Niue	niue1239	1704	Seven	fitu	fitu	POLLEX	83687	6			f i t u
5102	Rurutuan	Rurutuan	aust1304	1704	Seven	ʔitu	ʔitu	Meyer-128-2005	165163	6			ʔ i t u
5360	Futuna_Aniwa	Futuna-Aniwa	futu1245	1704	Seven	fitu	fitu	POLLEX	83690	6			f i t u
5615	Hawaiian	Hawaiian	hawa1245	1704	Seven	hiku	hiku	71458	83661	6			h i k u
5851	Rarotongan	Rarotongan	raro1241	1704	Seven	itu	itu	POLLEX	111860	6		'itu	i t u
6153	Penryhn	Penrhyn	penr1237	1704	Seven	hitu	hitu	POLLEX	83679	6			h i t u
6363	Nukuria	Nukeria	nuku1259	1704	Seven	hitu	hitu	Davletshin-1212-2015	290907	6			h i t u
6624	Samoan	Samoan	samo1305	1704	Seven	fitu	fitu	Blust-118-2005	83667	6			f i t u
6915	Rennell_Bellona	Rennellese	renn1242	1704	Seven	hitu	hitu	POLLEX	83673	6			h i t u
7180	Tuvalu	Nanumea	tuva1244	1704	Seven	fitu	fitu	29903	192221	6			f i t u
7436	Anuta	Anuta	anut1237	1704	Seven	pitu	pitu	POLLEX	83688	6			p i t u
#
10	Vaeakau_Taumako	Vaeakau-Taumako	pile1238	1703	Six	ono	ono	Hovdhaugen-375-2009	89598	7			o n o
253	Wallisian	Uvea, East	wall1257	1703	Six	ono	ono	POLLEX	254424	7			o n o
727	Maori	Maori	maor1246	1703	Six	ono	ono	Biggs-85-2005	83729	7			o n o
1171	Tahitian	Tahitian (Modern)	tahi1242	1703	Six	ono	ono	Clark-173-2005	102828	7			o n o
1403	Emae	Emae (Makatea)	emae1237	1703	Six	ono	ono	52375	265576	7			o n o
1597	Rapanui	Rapanui (Easter Island)	rapa1244	1703	Six	ono	ono	POLLEX	130628	7			o n o
1855	Mangareva	Mangareva	mang1401	1703	Six	ono	ono	POLLEX	321426	7			o n o
2116	Luangiua	Luangiua	onto1237	1703	Six	oŋo	oŋo	POLLEX	146606	7			o ŋ o
2338	Tongan	Tongan	tong1325	1703	Six	ono	ono	117207	172415	7			o n o
2552	Rakahanga_Manihiki	Manihiki	raka1237	1703	Six	ono	ono	Clark-589-2008	153392	7			o n o
2825	Tikopia	Tikopia	tiko1237	1703	Six	ono	ono	POLLEX	90635	7			o n o
3078	Sikaiana	Sikaiana	sika1261	1703	Six	ono	ono	POLLEX	145961	7			o n o
3299	North_Marquesan	Marquesan	nort2845	1703	Six	ono	ono	POLLEX	90479	7			o n o
3593	East_Futunan	Futuna, East	east2447	1703	Six	ono	ono	POLLEX	83731	7			o n o
3899	Pukapuka	Pukapuka	puka1242	1703	Six	ono	ono	Salisbury-152-2005	83730	7			o n o
4203	Mele_Fila	Fila	mele1250	1703	Six	e-ono	e-ono	52375	265586	7			e o n o
4397	Ra’ivavae	Ra'ivavae	aust1304	1703	Six	ono	ono	Tamaititahio-1213-2015	291335	7			o n o
4594	Tuamotuan	Tuamotu	tuam1242	1703	Six	fene	fene	POLLEX	135643	604			f e n e
4857	Niuean	Niue	niue1239	1703	Six	ono	ono	POLLEX	90492	7			o n o
5103	Rurutuan	Rurutuan	aust1304	1703	Six	ono	ono	Meyer-128-2005	165164	7			o n o
5616	Hawaiian	Hawaiian	hawa1245	1703	Six	'eono	'eono	71458	123836	7			ʔ e o n o
5852	Rarotongan	Rarotongan	raro1241	1703	Six	ono	ono	POLLEX	111859	7			o n o
6154	Penryhn	Penrhyn	penr1237	1703	Six	ono	ono	POLLEX	90593	7			o n o
6364	Nukuria	Nukeria	nuku1259	1703	Six	ono	ono	Davletshin-1212-2015	290906	7			o n o
6625	Samoan	Samoan	samo1305	1703	Six	ono	ono	Blust-118-2005	121444	7			o n o
6916	Rennell_Bellona	Rennellese	renn1242	1703	Six	ono	ono	POLLEX	146565	7			o n o
7437	Anuta	Anuta	anut1237	1703	Six	ono	ono	POLLEX	146307	7			o n o
#
5	Vaeakau_Taumako	Vaeakau-Taumako	pile1238	1515	Ten	dumaa	dumaa	Hovdhaugen-375-2009	121131	946			d u m aː
6	Vaeakau_Taumako	Vaeakau-Taumako	pile1238	1515	Ten	katoa	katoa	Hovdhaugen-375-2009	121130	114			k a t o a
249	Wallisian	Uvea, East	wall1257	1515	Ten	hogofulu	hogofulu	POLLEX	83449	946			h o g o f u l u
722	Maori	Maori	maor1246	1515	Ten	tekau	tekau	Biggs-85-2005	87873	691			t e k a u
723	Maori	Maori	maor1246	1515	Ten	hangahuru	hangahuru	Biggs-85-2005	83453	946		ngahuru	h a ŋ a h u r u
947	Kapingamarangi	Kapingamarangi	kapi1249	1515	Ten	matangahoru	matangahoru	POLLEX	83440	946			m a t a ŋ a h o r u
1167	Tahitian	Tahitian (Modern)	tahi1242	1515	Ten	'ahuru	'ahuru	Clark-173-2005	92202	946		'ahuru // 'afulu	ʔ a h u r u
1399	Emae	Emae (Makatea)	emae1237	1515	Ten	ŋafuru	ŋafuru	52375	266267	946			ŋ a f u r u
1592	Rapanui	Rapanui (Easter Island)	rapa1244	1515	Ten	kauatu	kauatu	POLLEX	133589	691			k a u a t u
1593	Rapanui	Rapanui (Easter Island)	rapa1244	1515	Ten	aŋahuru	aŋahuru	POLLEX	83450	946			a ŋ a h u r u
1851	Mangareva	Mangareva	mang1401	1515	Ten	rongo'uru	rongo'uru	POLLEX	321429	946			r o ŋ o ʔ u r u
2112	Luangiua	Luangiua	onto1237	1515	Ten	saŋahulu	saŋahulu	POLLEX	83443	946			s a ŋ a h u l u
2334	Tongan	Tongan	tong1325	1515	Ten	hongofulu	hongofulu	117207	83434	946			h o ŋ o f u l u
2821	Tikopia	Tikopia	tiko1237	1515	Ten	angafuru	angafuru	POLLEX	83454	946		gafulu	a ŋ a f u r u
3074	Sikaiana	Sikaiana	sika1261	1515	Ten	sehui	sehui	POLLEX	145965	690			s e h u i
3294	North_Marquesan	Marquesan	nort2845	1515	Ten	'okohu'u	'okohu'u	POLLEX	83452	946			ʔ o k o h u ʔ u
3295	North_Marquesan	Marquesan	nort2845	1515	Ten	'onohu'u	'onohu'u	POLLEX	83426	946			ʔ o n o h u ʔ u
3589	East_Futunan	Futuna, East	east2447	1515	Ten	kau/agafulu/	agafulu	POLLEX	83439	946			a g a f u l u
3895	Pukapuka	Pukapuka	puka1242	1515	Ten	laungaulu	laungaulu	Salisbury-152-2005	89952	946			l a u ŋ a u l u
4199	Mele_Fila	Fila	mele1250	1515	Ten	siŋofuru	siŋofuru	52375	266277	946			s i ŋ o f u r u
4393	Ra’ivavae	Ra'ivavae	aust1304	1515	Ten	ʔahuGu	ʔahuGu	Tamaititahio-1213-2015	291339	946			ʔ a h u ɢ u
4590	Tuamotuan	Tuamotu	tuam1242	1515	Ten	ŋahuru	ŋahuru	POLLEX	83446	946			ŋ a h u r u
4853	Niuean	Niue	niue1239	1515	Ten	hongofulu	hongofulu	POLLEX	83447	946			h o ŋ o f u l u
5099	Rurutuan	Rurutuan	aust1304	1515	Ten	ʔaʔuru	ʔaʔuru	Meyer-128-2005	165160	946			ʔ a ʔ u r u
5357	Futuna_Aniwa	Futuna-Aniwa	futu1245	1515	Ten	tar/agafuru/	agafuru	POLLEX	83458	946		t/agafuru // -gafuru	a g a f u r u
5611	Hawaiian	Hawaiian	hawa1245	1515	Ten	'umi	'umi	71458	153109	1461			ʔ u m i
5612	Hawaiian	Hawaiian	hawa1245	1515	Ten	anahulu	anahulu	71458	83428	946			a n a h u l u
5848	Rarotongan	Rarotongan	raro1241	1515	Ten	nga'uru	nga'uru	POLLEX	83429	946			ŋ a ʔ u r u
6150	Penryhn	Penrhyn	penr1237	1515	Ten	ngahuru	ngahuru	POLLEX	83442	946			ŋ a h u r u
6360	Nukuria	Nukeria	nuku1259	1515	Ten	hanahuru	hanahuru	Davletshin-1212-2015	290898	946			h a n a h u r u
6621	Samoan	Samoan	samo1305	1515	Ten	sefulu	sefulu	Blust-118-2005	121446	946		gafulu	s e f u l u
6912	Rennell_Bellona	Rennellese	renn1242	1515	Ten	angahugu	angahugu	POLLEX	83438	946			a ŋ a h u g u
7177	Tuvalu	Nanumea	tuva1244	1515	Ten	gafulu	gafulu	29903	192390	946		fua-	g a f u l u
7433	Anuta	Anuta	anut1237	1515	Ten	pu/angapuru/	angapuru	POLLEX	83448	946			a ŋ a p u r u
#
13	Vaeakau_Taumako	Vaeakau-Taumako	pile1238	492	Three	tolu	tolu	Hovdhaugen-375-2009	89595	8			t o l u
256	Wallisian	Uvea, East	wall1257	492	Three	tolu	tolu	POLLEX	70944	8			t o l u
730	Maori	Maori	maor1246	492	Three	toru	toru	Biggs-85-2005	70771	8			t o r u
953	Kapingamarangi	Kapingamarangi	kapi1249	492	Three	dolu	dolu	POLLEX	119163	8		toru	d o l u
1175	Tahitian	Tahitian (Modern)	tahi1242	492	Three	toru	toru	Clark-173-2005	70859	8			t o r u
1406	Emae	Emae (Makatea)	emae1237	492	Three	toru	toru	52375	265043	8			t o r u
1600	Rapanui	Rapanui (Easter Island)	rapa1244	492	Three	toru	toru	POLLEX	70950	8			t o r u
1858	Mangareva	Mangareva	mang1401	492	Three	toru	toru	POLLEX	321436	8		toru	t o r u
2119	Luangiua	Luangiua	onto1237	492	Three	kolu	kolu	POLLEX	70924	8			k o l u
2341	Tongan	Tongan	tong1325	492	Three	tolu	tolu	117207	70822	8			t o l u
2556	Rakahanga_Manihiki	Manihiki	raka1237	492	Three	toru	toru	Clark-589-2008	153421	8		teru (mea)	t o r u
2828	Tikopia	Tikopia	tiko1237	492	Three	toru	toru	POLLEX	70841	8			t o r u
3081	Sikaiana	Sikaiana	sika1261	492	Three	tolu	tolu	POLLEX	70929	8			t o l u
3302	North_Marquesan	Marquesan	nort2845	492	Three	to'u	to'u	POLLEX	70724	8			t o ʔ u
3596	East_Futunan	Futuna, East	east2447	492	Three	tolu	tolu	POLLEX	70896	8			t o l u
3902	Pukapuka	Pukapuka	puka1242	492	Three	tolu	tolu	Salisbury-152-2005	70838	8			t o l u
4206	Mele_Fila	Fila	mele1250	492	Three	e-toru	e-toru	52375	265053	8			e t o r u
4400	Ra’ivavae	Ra'ivavae	aust1304	492	Three	toGu	toGu	Tamaititahio-1213-2015	291332	8			t o ɢ u
4597	Tuamotuan	Tuamotu	tuam1242	492	Three	toru	toru	POLLEX	70932	8			t o r u
4860	Niuean	Niue	niue1239	492	Three	tolu	tolu	POLLEX	70933	8			t o l u
5106	Rurutuan	Rurutuan	aust1304	492	Three	toru	toru	Meyer-128-2005	70814	8			t o r u
5363	Futuna_Aniwa	Futuna-Aniwa	futu1245	492	Three	toru	toru	POLLEX	70842	8			t o r u
5619	Hawaiian	Hawaiian	hawa1245	492	Three	kolu	kolu	71458	70738	8			k o l u
5855	Rarotongan	Rarotongan	raro1241	492	Three	toru	toru	POLLEX	70744	8			t o r u
6157	Penryhn	Penrhyn	penr1237	492	Three	toru	toru	POLLEX	70921	8			t o r u
6367	Nukuria	Nukeria	nuku1259	492	Three	toru	toru	Davletshin-1212-2015	290903	8			t o r u
6628	Samoan	Samoan	samo1305	492	Three	e tolu	e tolu	Blust-118-2005	70804	8			e t o l u
6919	Rennell_Bellona	Rennellese	renn1242	492	Three	togu	togu	POLLEX	70892	8			t o g u
7183	Tuvalu	Nanumea	tuva1244	492	Three	tolu	tolu	29903	192218	8			t o l u
7440	Anuta	Anuta	anut1237	492	Three	toru	toru	POLLEX	70939	8			t o r u
#
4	Vaeakau_Taumako	Vaeakau-Taumako	pile1238	1710	Twenty	gatoaelua	gatoaelua	Hovdhaugen-375-2009	89603	947			g a t o a e l u a
721	Maori	Maori	maor1246	1710	Twenty	rua tekau	rua tekau	Biggs-85-2005	83388	666			r u a t e k a u
1165	Tahitian	Tahitian (Modern)	tahi1242	1710	Twenty	piti 'ahuru	piti 'ahuru	Clark-173-2005	102830	646			p i t i ʔ a h u r u
1166	Tahitian	Tahitian (Modern)	tahi1242	1710	Twenty	ta'au	ta'au	Clark-173-2005	83390	805			t a ʔ a u
1850	Mangareva	Mangareva	mang1401	1710	Twenty	takau	takau	POLLEX	321432	805			t a k a u
2333	Tongan	Tongan	tong1325	1710	Twenty	tekau	tekau	117207	83389	805			t e k a u
3293	North_Marquesan	Marquesan	nort2845	1710	Twenty	tekau	tekau	POLLEX	83387	805			t e k a u
3588	East_Futunan	Futuna, East	east2447	1710	Twenty	kaulua	kaulua	POLLEX	90901	947			k a u l u a
3892	Pukapuka	Pukapuka	puka1242	1710	Twenty	laulua	laulua	Salisbury-152-2005	89955	947			l a u l u a
3893	Pukapuka	Pukapuka	puka1242	1710	Twenty	luangaulu	luangaulu	Salisbury-152-2005	89954	666			l u a ŋ a u l u
3894	Pukapuka	Pukapuka	puka1242	1710	Twenty	tinolua	tinolua	Salisbury-152-2005	89953	666			t i n o l u a
4392	Ra’ivavae	Ra'ivavae	aust1304	1710	Twenty	piti ʔahuGu	piti ʔahuGu	Tamaititahio-1213-2015	291340	646			p i t i ʔ a h u ɢ u
4852	Niuean	Niue	niue1239	1710	Twenty	tekau	tekau	POLLEX	83392	805			t e k a u
5098	Rurutuan	Rurutuan	aust1304	1710	Twenty	piti ʔaʔuru	piti ʔaʔuru	Meyer-128-2005	165159	646			p i t i ʔ a ʔ u r u
5610	Hawaiian	Hawaiian	hawa1245	1710	Twenty	iwakālua	iwakālua	71458	131867	947			i w a k aː l u a
5847	Rarotongan	Rarotongan	raro1241	1710	Twenty	rua ngauru-	rua ngauru-	POLLEX	121447	666			r u a ŋ a u r u
6359	Nukuria	Nukeria	nuku1259	1710	Twenty	tipu rua	tipu rua	Davletshin-1212-2015	290899	666			t i p u r u a
6620	Samoan	Samoan	samo1305	1710	Twenty	lua sefulu	lua sefulu	Blust-118-2005	121445	666			l u a s e f u l u
7174	Tuvalu	Nanumea	tuva1244	1710	Twenty	tekau	tekau	29903	192225	805			t e k a u
#
14	Vaeakau_Taumako	Vaeakau-Taumako	pile1238	1498	Two	lua	lua	Hovdhaugen-375-2009	89594	9			l u a
257	Wallisian	Uvea, East	wall1257	1498	Two	lua	lua	POLLEX	70587	9			l u a
731	Maori	Maori	maor1246	1498	Two	rua	rua	Biggs-85-2005	87871	9			r u a
954	Kapingamarangi	Kapingamarangi	kapi1249	1498	Two	lua	lua	POLLEX	119176	9		rua	l u a
1176	Tahitian	Tahitian (Modern)	tahi1242	1498	Two	piti	piti	Clark-173-2005	70502	806			p i t i
1407	Emae	Emae (Makatea)	emae1237	1498	Two	rua	rua	52375	264865	9			r u a
1601	Rapanui	Rapanui (Easter Island)	rapa1244	1498	Two	rua	rua	POLLEX	70593	9			r u a
1859	Mangareva	Mangareva	mang1401	1498	Two	rua	rua	POLLEX	321437	9		rua	r u a
2120	Luangiua	Luangiua	onto1237	1498	Two	lua	lua	POLLEX	70567	9			l u a
2342	Tongan	Tongan	tong1325	1498	Two	ua	ua	117207	70465	9			u a
2557	Rakahanga_Manihiki	Manihiki	raka1237	1498	Two	lua	lua	Clark-589-2008	153388	9			l u a
2829	Tikopia	Tikopia	tiko1237	1498	Two	rua	rua	POLLEX	70484	9			r u a
3082	Sikaiana	Sikaiana	sika1261	1498	Two	lua	lua	POLLEX	70572	9			l u a
3303	North_Marquesan	Marquesan	nort2845	1498	Two	'ua	'ua	POLLEX	70367	9			ʔ u a
3597	East_Futunan	Futuna, East	east2447	1498	Two	lua	lua	POLLEX	70539	9			l u a
3903	Pukapuka	Pukapuka	puka1242	1498	Two	lua	lua	Salisbury-152-2005	70481	9			l u a
4207	Mele_Fila	Fila	mele1250	1498	Two	rua	rua	52375	264875	9			r u a
4401	Ra’ivavae	Ra'ivavae	aust1304	1498	Two	piti	piti	Tamaititahio-1213-2015	291331	806			p i t i
4598	Tuamotuan	Tuamotu	tuam1242	1498	Two	rua	rua	POLLEX	70575	9			r u a
4861	Niuean	Niue	niue1239	1498	Two	ua	ua	POLLEX	70576	9			u a
5107	Rurutuan	Rurutuan	aust1304	1498	Two	rua	rua	Meyer-128-2005	118904	9			r u a
5108	Rurutuan	Rurutuan	aust1304	1498	Two	piti	piti	Meyer-128-2005	118903	806			p i t i
5364	Futuna_Aniwa	Futuna-Aniwa	futu1245	1498	Two	rua	rua	POLLEX	70485	9			r u a
5620	Hawaiian	Hawaiian	hawa1245	1498	Two	lua	lua	71458	70381	9			l u a
5856	Rarotongan	Rarotongan	raro1241	1498	Two	rua	rua	POLLEX	70387	9			r u a
6158	Penryhn	Penrhyn	penr1237	1498	Two	rua	rua	POLLEX	70564	9			r u a
6368	Nukuria	Nukeria	nuku1259	1498	Two	hiaoa	hiaoa	Davletshin-1212-2015	291037	9		rua	h i a o a
6629	Samoan	Samoan	samo1305	1498	Two	e lua	e lua	Blust-118-2005	70447	9			e l u a
6920	Rennell_Bellona	Rennellese	renn1242	1498	Two	gua	gua	POLLEX	70535	9			g u a
7184	Tuvalu	Nanumea	tuva1244	1498	Two	aoa	aoa	29903	192388	9		lua	a o a
7441	Anuta	Anuta	anut1237	1498	Two	rua	rua	POLLEX	70582	9			r u a
#
47	Vaeakau_Taumako	Vaeakau-Taumako	pile1238	1741	above	lunga	lunga	Hovdhaugen-375-2009	89572	1382			l u ŋ a
284	Wallisian	Uvea, East	wall1257	1741	above	'o/luga/	luga	POLLEX	120868	1382		'o/luga/	l u g a
761	Maori	Maori	maor1246	1741	above	i runga	i runga	Biggs-85-2005	62203	1382			i r u ŋ a
979	Kapingamarangi	Kapingamarangi	kapi1249	1741	above	nua	nua	POLLEX	168041	1446			n u a
1206	Tahitian	Tahitian (Modern)	tahi1242	1741	above	ni'a	ni'a	Clark-173-2005	62291	1382			n i ʔ a
1630	Rapanui	Rapanui (Easter Island)	rapa1244	1741	above	ruga	ruga	POLLEX	133515	1382		ruŋa	r u g a
1883	Mangareva	Mangareva	mang1401	1741	above	runga	runga	POLLEX	321572	1382		ruga	r u ŋ a
2146	Luangiua	Luangiua	onto1237	1741	above	luŋa	luŋa	POLLEX	62356	1382			l u ŋ a
2367	Tongan	Tongan	tong1325	1741	above	ʔi ʔoluŋa	ʔi ʔoluŋa	117207	62254	1382			ʔ i ʔ o l u ŋ a
2588	Rakahanga_Manihiki	Manihiki	raka1237	1741	above	runga	runga	Clark-589-2008	153365	1382			r u ŋ a
2858	Tikopia	Tikopia	tiko1237	1741	above	luga. ruga	luga. ruga	POLLEX	62273	1382			l u g a r u g a
3332	North_Marquesan	Marquesan	nort2845	1741	above	'una	'una	POLLEX	120848	1382		'uka	ʔ u n a
3631	East_Futunan	Futuna, East	east2447	1741	above	à/luga/	luga	POLLEX	120850	1382		à/luga/	l u g a
3946	Pukapuka	Pukapuka	puka1242	1741	above	lunga	lunga	Salisbury-152-2005	62270	1382			l u ŋ a
4424	Ra’ivavae	Ra'ivavae	aust1304	1741	above	Guʔa	Guʔa	Tamaititahio-1213-2015	291314	1382			ɢ u ʔ a
4617	Tuamotuan	Tuamotu	tuam1242	1741	above	ruŋa	ruŋa	POLLEX	62364	1382			r u ŋ a
4886	Niuean	Niue	niue1239	1741	above	lunga	lunga	POLLEX	62365	1382			l u ŋ a
5139	Rurutuan	Rurutuan	aust1304	1741	above	nuʔa	nuʔa	Meyer-128-2005	62246	1382			n u ʔ a
5391	Futuna_Aniwa	Futuna-Aniwa	futu1245	1741	above	weihlunga	weihlunga	POLLEX	62274	1382			w e i ʰl u ŋ a
5650	Hawaiian	Hawaiian	hawa1245	1741	above	i luna	i luna	71458	62170	1382			i l u n a
5886	Rarotongan	Rarotongan	raro1241	1741	above	runga	runga	POLLEX	62176	1382			r u ŋ a
6175	Penryhn	Penrhyn	penr1237	1741	above	runga	runga	POLLEX	62353	1382			r u ŋ a
6397	Nukuria	Nukeria	nuku1259	1741	above	i aruna	i aruna	Davletshin-1212-2015	290979	1382			i a r u n a
6662	Samoan	Samoan	samo1305	1741	above	i luŋa	i luŋa	Blust-118-2005	62236	1382			i l u ŋ a
6949	Rennell_Bellona	Rennellese	renn1242	1741	above	à/gunga/	gunga	POLLEX	62324	1382			g u ŋ a
7213	Tuvalu	Nanumea	tuva1244	1741	above	luga	luga	29903	192196	1382			l u g a
7468	Anuta	Anuta	anut1237	1741	above	ruŋa	ruŋa	POLLEX	62371	1382			r u ŋ a
#
24	Vaeakau_Taumako	Vaeakau-Taumako	pile1238	98	all	katoa	katoa	Hovdhaugen-375-2009	89588	293			k a t o a
263	Wallisian	Uvea, East	wall1257	98	all	katoa	katoa	POLLEX	123121	293			k a t o a
264	Wallisian	Uvea, East	wall1257	98	all	fulifuli	fulifuli	POLLEX	123120	336			f u l i f u l i
739	Maori	Maori	maor1246	98	all	katoa	katoa	Biggs-85-2005	67915	293			k a t o a
961	Kapingamarangi	Kapingamarangi	kapi1249	98	all	huo/godoo/	godoo	POLLEX	123113	293		hua/kotoa/	g o d oː
1184	Tahitian	Tahitian (Modern)	tahi1242	98	all	ato'a	ato'a	Clark-173-2005	68003	293			a t o ʔ a
1415	Emae	Emae (Makatea)	emae1237	98	all	pini	pini	52375	277542	361			p i n i
1612	Rapanui	Rapanui (Easter Island)	rapa1244	98	all	tahi	tahi	POLLEX	130632	410			t a h i
1865	Mangareva	Mangareva	mang1401	98	all	kouroa	kouroa	POLLEX	321443	469			k o u r o a
2127	Luangiua	Luangiua	onto1237	98	all	h/aakoa	aakoa	POLLEX	68068	293			aː k o a
2350	Tongan	Tongan	tong1325	98	all	kotoa	kotoa	117207	67966	293			k o t o a
2565	Rakahanga_Manihiki	Manihiki	raka1237	98	all	kaatoatoa	kaatoatoa	Clark-589-2008	153397	293		katoa	k aː t o a t o a
2566	Rakahanga_Manihiki	Manihiki	raka1237	98	all	pauroa	pauroa	Clark-589-2008	153395	1075			p a u r o a
2838	Tikopia	Tikopia	tiko1237	98	all	katoa	katoa	POLLEX	67985	293			k a t o a
3090	Sikaiana	Sikaiana	sika1261	98	all	katoa	katoa	POLLEX	68073	293			k a t o a
3311	North_Marquesan	Marquesan	nort2845	98	all	tiatohu	tiatohu	POLLEX	67868	715			t i a t o h u
3608	East_Futunan	Futuna, East	east2447	98	all	kaatoa	kaatoa	POLLEX	123111	293			k aː t o a
3609	East_Futunan	Futuna, East	east2447	98	all	fuli	fuli	POLLEX	123110	336			f u l i
3916	Pukapuka	Pukapuka	puka1242	98	all	pau	pau	Salisbury-152-2005	82423	1075			p a u
3917	Pukapuka	Pukapuka	puka1242	98	all	katoa(toa)	katoa	Salisbury-152-2005	82422	293		tākatoa	k a t o a
3918	Pukapuka	Pukapuka	puka1242	98	all	wui	wui	Salisbury-152-2005	82420	788		wī	w u i
4214	Mele_Fila	Fila	mele1250	98	all	euči	euči	52375	277550	1115			e u tʃ i
4407	Ra’ivavae	Ra'ivavae	aust1304	98	all	ʔatoʔa	ʔatoʔa	Tamaititahio-1213-2015	291325	293			ʔ a t o ʔ a
4601	Tuamotuan	Tuamotu	tuam1242	98	all	katoŋa	katoŋa	POLLEX	135644	293			k a t o ŋ a
4868	Niuean	Niue	niue1239	98	all	gotoa	gotoa	POLLEX	123119	293		katoa	g o t o a
5116	Rurutuan	Rurutuan	aust1304	98	all	paaʔaatoʔa	paaʔaatoʔa	Meyer-128-2005	118895	293		atoʔa	p aː ʔ aː t o ʔ a
